Assembly_accession	Superkingdom	Species_taxid	Genome_size	Genome_sizeM
GCF_000861465.1	Viral	31742	9998	0.009534836
GCF_000922295.1	Viral	1523858	9998	0.009534836
GCF_002118605.1	Viral	1985364	10005	0.009541512
GCF_001934185.1	Viral	2501950	10005	0.009541512
GCF_000887195.1	Viral	53954	10006	0.009542465
GCF_001960655.1	Viral	1923489	10006	0.009542465
GCF_004132945.1	Viral	2479372	10007	0.009543419
GCF_001717335.1	Viral	1890365	10009	0.009545326
GCF_001933545.1	Viral	1922657	10011	0.009547234
GCF_000883555.1	Viral	255066	10013	0.009549141
GCF_002821405.1	Viral	1985362	10013	0.009549141
GCF_001019775.1	Viral	1654357	10018	0.009553909
GCF_001964895.1	Viral	1923124	10018	0.009553909
GCF_000850125.1	Viral	106962	10019	0.009554863
GCF_003673785.1	Viral	2501989	10022	0.009557724
GCF_000906515.1	Viral	1239452	10024	0.009559631
GCF_000874125.1	Viral	373398	10026	0.009561539
GCF_001443985.1	Viral	1746030	10027	0.009562492
GCF_002271085.1	Viral	2023155	10028	0.009563446
GCF_004131465.1	Viral	1093901	10030	0.009565353
GCF_001957635.1	Viral	1923244	10031	0.009566307
GCF_001961795.1	Viral	1922770	10034	0.009569168
GCF_000853305.1	Viral	209529	10035	0.009570122
GCF_001965575.1	Viral	1923130	10035	0.009570122
GCF_000870425.1	Viral	394036	10039	0.009573936
GCF_001698355.1	Viral	1813613	10040	0.00957489
GCF_001934965.1	Viral	1922539	10043	0.009577751
GCF_000917395.1	Viral	1105380	10046	0.009580612
GCF_000863465.1	Viral	12230	10049	0.009583473
GCF_001965635.1	Viral	1923117	10050	0.009584427
GCF_002024715.1	Viral	1955199	10053	0.009587288
GCF_001271135.1	Viral	1688637	10054	0.009588242
GCF_000902235.1	Viral	1072517	10057	0.009591103
GCF_000860845.1	Viral	40640	10058	0.009592056
GCF_000879215.1	Viral	397544	10058	0.009592056
GCF_001957895.1	Viral	1923623	10058	0.009592056
GCF_000897635.1	Viral	1198147	10060	0.009593964
GCF_000930295.1	Viral	1591444	10060	0.009593964
GCF_001717275.1	Viral	2170132	10064	0.009597778
GCF_000879995.1	Viral	515575	10070	0.0096035
GCF_001866895.1	Viral	1911102	10070	0.0096035
GCF_001966955.1	Viral	1923000	10075	0.009608269
GCF_002037775.1	Viral	1965238	10080	0.009613037
GCF_001308475.1	Viral	1675864	10081	0.009613991
GCF_001448395.1	Viral	1751715	10083	0.009615898
GCF_001966075.1	Viral	1922836	10084	0.009616852
GCF_001967475.1	Viral	1923137	10090	0.009622574
GCF_001714495.1	Viral	1886606	10091	0.009623528
GCF_000862945.1	Viral	12777	10093	0.009625435
GCF_001866305.1	Viral	1911438	10095	0.009627342
GCF_000863445.1	Viral	187977	10098	0.009630203
GCF_000889295.1	Viral	487155	10100	0.009632111
GCF_001967035.1	Viral	1923118	10101	0.009633064
GCF_001927015.1	Viral	1922499	10103	0.009634972
GCF_000862525.1	Viral	157837	10107	0.009638786
GCF_000868525.1	Viral	12210	10112	0.009643555
GCF_001310135.2	Viral	1985361	10112	0.009643555
GCF_000907335.1	Viral	1198144	10113	0.009644508
GCF_001964935.1	Viral	1923116	10118	0.009649277
GCF_001958495.1	Viral	1923468	10118	0.009649277
GCF_000861725.1	Viral	187978	10119	0.00965023
GCF_000891455.1	Viral	168135	10127	0.00965786
GCF_000898155.1	Viral	861561	10127	0.00965786
GCF_001646355.1	Viral	1792583	10129	0.009659767
GCF_001706925.1	Viral	1795648	10129	0.009659767
GCF_003033845.1	Viral	1855510	10131	0.009661674
GCF_004208735.1	Viral	2734336	10131	0.009661674
GCF_000918155.1	Viral	1487185	10133	0.009663582
GCF_001876835.1	Viral	2170181	10141	0.009671211
GCF_004133305.1	Viral	2305250	10142	0.009672165
GCF_004790035.1	Viral	2560747	10145	0.009675026
GCF_000860445.1	Viral	12208	10148	0.009677887
GCF_002817415.1	Viral	680112	10149	0.009678841
GCF_001926695.1	Viral	1923418	10156	0.009685516
GCF_002149785.1	Viral	1922569	10157	0.00968647
GCF_001958035.1	Viral	1923621	10161	0.009690285
GCF_001970745.1	Viral	1923691	10161	0.009690285
GCF_002831445.1	Viral	2054920	10162	0.009691238
GCF_001921575.1	Viral	1923415	10164	0.009693146
GCF_001707005.1	Viral	1552662	10169	0.009697914
GCF_001925555.1	Viral	1922393	10177	0.009705544
GCF_001503195.1	Viral	1476584	10179	0.009707451
GCF_001960075.1	Viral	1923486	10180	0.009708405
GCF_001926415.1	Viral	1922388	10182	0.009710312
GCF_001923555.1	Viral	1922594	10182	0.009710312
GCF_001935705.1	Viral	1922528	10191	0.009718895
GCF_000886335.1	Viral	129732	10195	0.00972271
GCF_004134065.1	Viral	1403565	10196	0.009723663
GCF_001974255.1	Viral	1923714	10199	0.009726524
GCF_000882455.1	Viral	270478	10201	0.009728432
GCF_002210975.1	Viral	2005044	10206	0.0097332
GCF_001966835.1	Viral	1923094	10212	0.009738922
GCF_000857245.1	Viral	12196	10214	0.009740829
GCF_001968155.1	Viral	1931371	10215	0.009741783
GCF_000893475.1	Viral	112436	10216	0.009742737
GCF_001755725.1	Viral	1884461	10221	0.009747505
GCF_000849085.1	Viral	66834	10233	0.009758949
GCF_001927035.1	Viral	1922493	10233	0.009758949
GCF_000924375.1	Viral	1500510	10235	0.009760857
GCF_002003835.1	Viral	1923759	10235	0.009760857
GCF_001973935.1	Viral	1923715	10240	0.009765625
GCF_002116235.1	Viral	73423	10241	0.009766579
GCF_001923515.1	Viral	1922598	10245	0.009770393
GCF_001441095.1	Viral	1608087	10248	0.009773254
GCF_001866205.1	Viral	1916647	10253	0.009778023
GCF_000860885.1	Viral	29271	10257	0.009781837
GCF_000856625.1	Viral	146500	10257	0.009781837
GCF_000861685.1	Viral	161675	10259	0.009783745
GCF_000925535.1	Viral	1883069	10266	0.009790421
GCF_001926195.1	Viral	1922496	10269	0.009793282
GCF_000866965.1	Viral	341167	10272	0.009796143
GCF_001970585.1	Viral	1923692	10272	0.009796143
GCF_002219825.1	Viral	1969400	10273	0.009797096
GCF_001934045.1	Viral	1922549	10274	0.00979805
GCF_001934705.1	Viral	1922631	10275	0.009799004
GCF_002004415.1	Viral	1936269	10277	0.009800911
GCF_000929635.1	Viral	1562065	10278	0.009801865
GCF_001934805.1	Viral	1922562	10279	0.009802818
GCF_001958655.1	Viral	1923417	10282	0.009805679
GCF_000898035.1	Viral	1176153	10283	0.009806633
GCF_000923955.1	Viral	1521188	10284	0.009807587
GCF_001766585.1	Viral	1906245	10284	0.009807587
GCF_001970465.1	Viral	2501946	10287	0.009810448
GCF_001925895.1	Viral	1923654	10289	0.009812355
GCF_001926675.1	Viral	1923530	10297	0.009819984
GCF_000862305.1	Viral	12202	10299	0.009821892
GCF_001959975.1	Viral	1923534	10301	0.009823799
GCF_000840405.1	Viral	10661	10305	0.009827614
GCF_001964855.1	Viral	1922998	10305	0.009827614
GCF_000905635.1	Viral	31743	10306	0.009828568
GCF_000886815.1	Viral	340187	10306	0.009828568
GCF_000960965.1	Viral	1435457	10309	0.009831429
GCF_001959715.1	Viral	1923613	10310	0.009832382
GCF_000863285.1	Viral	64280	10317	0.009839058
GCF_001965675.1	Viral	1923108	10326	0.009847641
GCF_002008395.1	Viral	2170004	10330	0.009851456
GCF_000887935.1	Viral	573615	10332	0.009853363
GCF_001957655.1	Viral	2734357	10335	0.009856224
GCF_002003815.1	Viral	1302179	10336	0.009857178
GCF_001961255.1	Viral	1923350	10336	0.009857178
GCF_000856945.1	Viral	232800	10337	0.009858131
GCF_001935265.1	Viral	1922599	10338	0.009859085
GCF_001962035.1	Viral	1923336	10339	0.009860039
GCF_000862425.1	Viral	64285	10346	0.009866714
GCF_001959295.1	Viral	1923450	10346	0.009866714
GCF_002024735.1	Viral	1170425	10351	0.009871483
GCF_000955135.1	Viral	64299	10352	0.009872437
GCF_000885935.1	Viral	392504	10352	0.009872437
GCF_001960635.1	Viral	1923496	10352	0.009872437
GCF_000852585.1	Viral	198112	10359	0.009879112
GCF_001678375.1	Viral	667516	10365	0.009884834
GCF_000858985.1	Viral	42004	10367	0.009886742
GCF_000879335.1	Viral	328061	10367	0.009886742
GCF_002022195.1	Viral	64894	10368	0.009887695
GCF_001966635.1	Viral	1922860	10371	0.009890556
GCF_001271195.1	Viral	1690666	10372	0.00989151
GCF_001966395.1	Viral	1923128	10373	0.009892464
GCF_001967655.1	Viral	1931369	10375	0.009894371
GCF_000851025.1	Viral	11623	10379	0.009898186
GCF_001678195.1	Viral	1125677	10384	0.009902954
GCF_001966375.1	Viral	1922997	10386	0.009904861
GCF_001960895.1	Viral	1923421	10386	0.009904861
GCF_001934325.1	Viral	1922613	10389	0.009907722
GCF_001933985.1	Viral	1922563	10390	0.009908676
GCF_001926095.1	Viral	1922385	10393	0.009911537
GCF_001925655.1	Viral	1922386	10393	0.009911537
GCF_000860965.1	Viral	46917	10395	0.009913445
GCF_001766625.1	Viral	291286	10395	0.009913445
GCF_002270685.1	Viral	2018313	10398	0.009916306
GCF_001933925.1	Viral	1922622	10406	0.009923935
GCF_002004295.1	Viral	64297	10411	0.009928703
GCF_002004595.1	Viral	64309	10414	0.009931564
GCF_002270725.1	Viral	2025595	10417	0.009934425
GCF_001754105.2	Viral	64284	10420	0.009937286
GCF_002004955.1	Viral	64295	10420	0.009937286
GCF_000916935.1	Viral	1460071	10421	0.00993824
GCF_000873865.1	Viral	1993638	10421	0.00993824
GCF_002820485.1	Viral	38837	10423	0.009940147
GCF_001960335.1	Viral	1923405	10423	0.009940147
GCF_001967975.1	Viral	1923138	10425	0.009942055
GCF_000849385.1	Viral	142102	10427	0.009943962
GCF_001866955.1	Viral	1911104	10430	0.009946823
GCF_000916555.1	Viral	1105381	10433	0.009949684
GCF_001958195.1	Viral	1923566	10433	0.009949684
GCF_004131065.1	Viral	2108204	10434	0.009950638
GCF_001970425.1	Viral	1923695	10444	0.009960175
GCF_002004915.1	Viral	1805494	10446	0.009962082
GCF_000929955.1	Viral	1541119	10449	0.009964943
GCF_000875345.1	Viral	204873	10450	0.009965897
GCF_001935045.1	Viral	1922596	10450	0.009965897
GCF_001661755.1	Viral	64296	10451	0.00996685
GCF_000898535.1	Viral	2170175	10451	0.00996685
GCF_001964975.1	Viral	1923107	10452	0.009967804
GCF_002004935.1	Viral	64310	10454	0.009969711
GCF_001958855.1	Viral	1923603	10457	0.009972572
GCF_001924515.1	Viral	1923127	10459	0.00997448
GCF_000955255.1	Viral	64317	10474	0.009988785
GCF_001925535.1	Viral	1922431	10476	0.009990692
GCF_002270985.1	Viral	2018312	10479	0.009993553
GCF_003260855.1	Viral	2219105	10482	0.009996414
GCF_001960115.1	Viral	1923478	10491	0.010004997
GCF_001967375.1	Viral	1923159	10494	0.010007858
GCF_000916715.1	Viral	1432135	10497	0.010010719
GCF_001921335.1	Viral	1923416	10499	0.010012627
GCF_002003975.1	Viral	64307	10501	0.010014534
GCF_002820685.1	Viral	64288	10503	0.010016441
GCF_000883975.1	Viral	431317	10506	0.010019302
GCF_002004975.1	Viral	35279	10507	0.010020256
GCF_001610725.1	Viral	64318	10508	0.01002121
GCF_004130945.1	Viral	1244563	10508	0.01002121
GCF_000861545.1	Viral	101688	10509	0.010022163
GCF_001958675.1	Viral	1923406	10518	0.010030746
GCF_002004315.1	Viral	40012	10520	0.010032654
GCF_002004235.1	Viral	1923736	10527	0.01003933
GCF_001958335.1	Viral	1923531	10537	0.010048866
GCF_001964715.1	Viral	1923096	10538	0.01004982
GCF_000928255.1	Viral	1580606	10539	0.010050774
GCF_002022175.1	Viral	64319	10542	0.010053635
GCF_004130295.1	Viral	2045186	10548	0.010059357
GCF_000864385.1	Viral	348296	10550	0.010061264
GCF_001935685.1	Viral	1922597	10550	0.010061264
GCF_001923675.1	Viral	1922930	10550	0.010061264
GCF_000862045.1	Viral	12205	10551	0.010062218
GCF_001926875.1	Viral	1922432	10556	0.010066986
GCF_004133665.1	Viral	2304477	10558	0.010068893
GCF_000926135.1	Viral	649187	10562	0.010072708
GCF_000898595.2	Viral	1027947	10565	0.010075569
GCF_001500735.1	Viral	1770613	10565	0.010075569
GCF_001960295.1	Viral	1923422	10566	0.010076523
GCF_001921395.1	Viral	1923751	10571	0.010081291
GCF_001020075.1	Viral	1642436	10573	0.010083199
GCF_002829205.1	Viral	1679239	10578	0.010087967
GCF_000895015.1	Viral	1111710	10580	0.010089874
GCF_001967075.1	Viral	1923109	10586	0.010095596
GCF_000855725.1	Viral	12327	10587	0.01009655
GCF_003032595.1	Viral	2170176	10590	0.010099411
GCF_001973975.1	Viral	1923705	10592	0.010101318
GCF_000856385.1	Viral	11709	10593	0.010102272
GCF_000915255.1	Viral	1406816	10593	0.010102272
GCF_000918835.1	Viral	2170179	10595	0.010104179
GCF_000850905.1	Viral	107804	10602	0.010110855
GCF_000922535.1	Viral	1445557	10612	0.010120392
GCF_000954535.1	Viral	64305	10615	0.010123253
GCF_001755065.1	Viral	2560764	10615	0.010123253
GCF_000867145.1	Viral	2003678	10621	0.010128975
GCF_002820625.1	Viral	33743	10623	0.010130882
GCF_001755765.1	Viral	1608137	10624	0.010131836
GCF_001966935.1	Viral	1923011	10624	0.010131836
GCF_000885555.1	Viral	649188	10628	0.010135651
GCF_001960235.1	Viral	1923444	10631	0.010138512
GCF_002116075.1	Viral	1244565	10632	0.010139465
GCF_000856005.1	Viral	45103	10636	0.01014328
GCF_000859565.1	Viral	202566	10636	0.01014328
GCF_001967635.1	Viral	2169937	10639	0.010146141
GCF_000881215.1	Viral	631345	10642	0.010149002
GCF_001934945.1	Viral	1922543	10645	0.010151863
GCF_000851105.1	Viral	32629	10650	0.010156631
GCF_001935885.1	Viral	1922668	10652	0.010158539
GCF_000864145.1	Viral	62059	10661	0.010167122
GCF_001551305.1	Viral	32620	10663	0.010169029
GCF_000887875.1	Viral	932662	10663	0.010169029
GCF_000879015.1	Viral	2169996	10673	0.010178566
GCF_000918855.1	Viral	1653398	10675	0.010180473
GCF_001968215.1	Viral	1923653	10675	0.010180473
GCF_000894815.1	Viral	1074325	10679	0.010184288
GCF_000872565.1	Viral	144752	10688	0.010192871
GCF_000850625.1	Viral	28355	10690	0.010194778
GCF_004790675.1	Viral	2560296	10691	0.010195732
GCF_000899995.1	Viral	2170177	10695	0.010199547
GCF_001885465.1	Viral	2008763	10698	0.010202408
GCF_001962055.1	Viral	1923330	10703	0.010207176
GCF_000853765.1	Viral	45219	10711	0.010214806
GCF_002821345.1	Viral	1985359	10713	0.010216713
GCF_001957755.1	Viral	1923655	10715	0.01021862
GCF_000856465.1	Viral	2169993	10718	0.010221481
GCF_001961235.1	Viral	1923356	10720	0.010223389
GCF_000872485.1	Viral	208899	10723	0.01022625
GCF_000872925.1	Viral	45220	10733	0.010235786
GCF_000870345.1	Viral	64283	10734	0.01023674
GCF_000874845.1	Viral	192848	10736	0.010238647
GCF_002821325.1	Viral	1985357	10741	0.010243416
GCF_001012905.1	Viral	1622024	10742	0.01024437
GCF_000855885.1	Viral	12294	10748	0.010250092
GCF_001959635.1	Viral	1923633	10749	0.010251045
GCF_000879235.1	Viral	499556	10751	0.010252953
GCF_003032605.1	Viral	2170178	10753	0.01025486
GCF_000872865.1	Viral	46919	10755	0.010256767
GCF_002116275.1	Viral	1920988	10758	0.010259628
GCF_001934885.1	Viral	1922544	10762	0.010263443
GCF_001964055.1	Viral	1922772	10762	0.010263443
GCF_000856045.1	Viral	49891	10768	0.010269165
GCF_000862605.1	Viral	43130	10769	0.010270119
GCF_000855825.1	Viral	2169992	10769	0.010270119
GCF_001968475.1	Viral	1923154	10781	0.010281563
GCF_002008415.1	Viral	1958778	10781	0.010281563
GCF_000880015.1	Viral	2169994	10786	0.010286331
GCF_004117495.1	Viral	2315724	10789	0.010289192
GCF_001958975.1	Viral	1923558	10794	0.010293961
GCF_001866915.1	Viral	1912234	10797	0.010296822
GCF_000930735.1	Viral	1588685	10801	0.010300636
GCF_000856545.1	Viral	2169991	10805	0.010304451
GCF_001957775.1	Viral	1923650	10809	0.010308266
GCF_002814495.1	Viral	1980541	10818	0.010316849
GCF_000860905.1	Viral	64300	10819	0.010317802
GCF_001935025.1	Viral	1922601	10822	0.010320663
GCF_002997855.1	Viral	2560654	10823	0.010321617
GCF_000853285.1	Viral	11631	10825	0.010323524
GCF_001754965.1	Viral	1906179	10826	0.010324478
GCF_004128135.1	Viral	2499625	10829	0.010327339
GCF_001959155.1	Viral	1923488	10832	0.0103302
GCF_003032625.1	Viral	2169995	10832	0.0103302
GCF_000874585.1	Viral	483537	10849	0.010346413
GCF_000970565.1	Viral	1587515	10863	0.010359764
GCF_004790195.1	Viral	2560480	10864	0.010360718
GCF_004133645.1	Viral	2304510	10865	0.010361671
GCF_000910275.1	Viral	1345662	10875	0.010371208
GCF_001904925.1	Viral	1920698	10875	0.010371208
GCF_000893195.1	Viral	141904	10876	0.010372162
GCF_000920335.1	Viral	743685	10877	0.010373116
GCF_000886675.1	Viral	573900	10878	0.010374069
GCF_001934845.1	Viral	1922552	10885	0.010380745
GCF_002210735.1	Viral	1969397	10886	0.010381699
GCF_001934205.1	Viral	2501954	10886	0.010381699
GCF_000893975.1	Viral	883876	10887	0.010382652
GCF_001446205.1	Viral	1746063	10889	0.01038456
GCF_001962475.1	Viral	1922789	10890	0.010385513
GCF_002818845.1	Viral	2030986	10892	0.010387421
GCF_000896955.1	Viral	2747320	10895	0.010390282
GCF_001695445.1	Viral	1871631	10904	0.010398865
GCF_001343805.1	Viral	1912901	10905	0.010399818
GCF_004130575.1	Viral	2099521	10913	0.010407448
GCF_003673725.1	Viral	2509389	10913	0.010407448
GCF_002004875.1	Viral	1923739	10916	0.010410309
GCF_000849325.1	Viral	40270	10918	0.010412216
GCF_000853725.1	Viral	11628	10921	0.010415077
GCF_001933585.1	Viral	1922639	10921	0.010415077
GCF_000914295.1	Viral	40004	10925	0.010418892
GCF_001019795.1	Viral	1642458	10931	0.010424614
GCF_000862225.3	Viral	31658	10932	0.010425568
GCF_000930915.1	Viral	1535802	10933	0.010426521
GCF_004790435.1	Viral	2560701	10935	0.010428429
GCF_000875205.1	Viral	45221	10936	0.010429382
GCF_001961295.1	Viral	1923335	10936	0.010429382
GCF_000861705.1	Viral	64312	10938	0.01043129
GCF_002818825.1	Viral	1437126	10942	0.010435104
GCF_000851445.1	Viral	12295	10943	0.010436058
GCF_000915395.1	Viral	1456752	10943	0.010436058
GCF_000884715.1	Viral	64311	10947	0.010439873
GCF_000912275.1	Viral	1972564	10956	0.010448456
GCF_000895475.1	Viral	631267	10957	0.010449409
GCF_002003895.1	Viral	1923742	10957	0.010449409
GCF_004127975.1	Viral	2059312	10957	0.010449409
GCF_000862125.1	Viral	12637	10959	0.010451317
GCF_000896295.1	Viral	453050	10961	0.010453224
GCF_001446225.1	Viral	1746070	10966	0.010457993
GCF_000866285.1	Viral	55096	10967	0.010458946
GCF_000851705.1	Viral	11620	10968	0.0104599
GCF_000879315.1	Viral	45223	10971	0.010462761
GCF_000854245.1	Viral	11569	10974	0.010465622
GCF_000870465.1	Viral	59563	10978	0.010469437
GCF_001934085.1	Viral	1922541	10984	0.010475159
GCF_000855745.1	Viral	300180	10988	0.010478973
GCF_002366105.1	Viral	1972687	10989	0.010479927
GCF_004129935.1	Viral	2734366	10990	0.010480881
GCF_002003995.1	Viral	486494	10993	0.010483742
GCF_000866245.1	Viral	55097	10995	0.010485649
GCF_002003855.1	Viral	1923755	10998	0.01048851
GCF_003032635.1	Viral	2169997	10999	0.010489464
GCF_004790475.1	Viral	2560353	10999	0.010489464
GCF_000856585.1	Viral	11629	11000	0.010490417
GCF_001921535.1	Viral	2560694	11003	0.010493279
GCF_000849985.1	Viral	28375	11005	0.010495186
GCF_000872465.1	Viral	42764	11012	0.010501862
GCF_000868725.1	Viral	44026	11015	0.010504723
GCF_001310195.1	Viral	1566298	11015	0.010504723
GCF_000894455.1	Viral	985683	11016	0.010505676
GCF_002821365.1	Viral	1985360	11019	0.010508537
GCF_000849285.1	Viral	100887	11022	0.010511398
GCF_000850145.1	Viral	83544	11025	0.010514259
GCF_000855505.1	Viral	12542	11026	0.010515213
GCF_001432035.1	Viral	2507317	11031	0.010519981
GCF_000907855.1	Viral	2003398	11033	0.010521889
GCF_002814655.1	Viral	1980547	11037	0.010525703
GCF_000872985.1	Viral	64303	11043	0.010531425
GCF_000883915.1	Viral	164416	11043	0.010531425
GCF_004130905.1	Viral	1254420	11048	0.010536194
GCF_000898935.1	Viral	46619	11049	0.010537148
GCF_001934645.1	Viral	2509379	11049	0.010537148
GCF_000888795.1	Viral	930881	11052	0.010540009
GCF_000882815.3	Viral	64320	11053	0.010540962
GCF_000860665.1	Viral	41459	11060	0.010547638
GCF_001441015.1	Viral	2507292	11061	0.010548592
GCF_000860485.1	Viral	11083	11065	0.010552406
GCF_000869605.1	Viral	390844	11065	0.010552406
GCF_000863185.1	Viral	12844	11066	0.01055336
GCF_001430675.1	Viral	59500	11067	0.010554314
GCF_000907115.1	Viral	257463	11071	0.010558128
GCF_004134405.1	Viral	2358449	11080	0.010566711
GCF_000858665.1	Viral	64294	11081	0.010567665
GCF_000868605.1	Viral	323118	11081	0.010567665
GCF_004117715.1	Viral	2170039	11084	0.010570526
GCF_000868845.2	Viral	44024	11090	0.010576248
GCF_000862285.1	Viral	12466	11092	0.010578156
GCF_000857725.1	Viral	11089	11093	0.010579109
GCF_000882915.1	Viral	643132	11094	0.010580063
GCF_001957335.1	Viral	1930920	11098	0.010583878
GCF_000863165.1	Viral	11086	11101	0.010586739
GCF_001661835.1	Viral	1821222	11110	0.010595322
GCF_001754665.1	Viral	2501945	11111	0.010596275
GCF_002210795.1	Viral	2010273	11123	0.010607719
GCF_001440855.1	Viral	1608044	11125	0.010609627
GCF_002366165.1	Viral	1972685	11125	0.010609627
GCF_000923535.2	Viral	1286143	11126	0.01061058
GCF_002022215.1	Viral	1821227	11127	0.010611534
GCF_000920675.1	Viral	1485186	11135	0.010619164
GCF_001967415.1	Viral	1923151	11136	0.010620117
GCF_001271035.1	Viral	1691889	11138	0.010622025
GCF_001968315.1	Viral	1923631	11141	0.010624886
GCF_002815635.1	Viral	1978536	11143	0.010626793
