Assembly_accession	superkingdom	genomic_size	Tools
GCF_000143625.1	Bacteria	2.011930466	Kraken2
GCF_000186485.1	Bacteria	2.726794243	Kraken2
GCF_002847825.1	Bacteria	2.419750214	Kraken2
GCF_000284015.1	Bacteria	4.707660675	Kraken2
GCF_000259255.1	Bacteria	1.892808914	Kraken2
GCF_000468755.1	Bacteria	2.637207985	Kraken2
GCF_000309465.1	Bacteria	0.63001442	Kraken2
GCF_002441935.1	Bacteria	0.808742523	Kraken2
GCF_003046525.1	Bacteria	3.849901199	Kraken2
GCF_000215105.1	Bacteria	3.193993568	Kraken2
GCF_004087915.1	Bacteria	2.894499779	Kraken2
GCF_000428065.1	Bacteria	4.045495987	Kraken2
GCF_900067125.1	Bacteria	2.855661392	Kraken2
GCF_000421025.1	Bacteria	2.441754341	Kraken2
GCF_001373395.1	Bacteria	6.584368706	Kraken2
GCF_900221025.1	Bacteria	3.436191559	Kraken2
GCF_000761475.1	Bacteria	3.537815094	Kraken2
GCF_000281235.1	Bacteria	0.730877876	Kraken2
GCF_002162375.1	Bacteria	6.159879684	Kraken2
GCF_000698945.1	Bacteria	6.831119537	Kraken2
GCF_000341245.1	Bacteria	6.129567146	Kraken2
GCF_000340965.1	Bacteria	5.138153076	Kraken2
GCF_003350065.1	Bacteria	2.498122215	Kraken2
GCF_002214625.1	Bacteria	1.172950745	Kraken2
GCF_000222605.1	Bacteria	4.51130867	Kraken2
GCF_002532045.1	Bacteria	8.144511223	Kraken2
GCF_900111355.1	Bacteria	2.727617264	Kraken2
GCF_003383595.3	Bacteria	0.715390205	Kraken2
GCF_004216495.1	Bacteria	0.835769653	Kraken2
GCF_003332325.1	Bacteria	0.78652668	Kraken2
GCF_900167185.1	Bacteria	2.748031616	Kraken2
GCF_000317535.1	Bacteria	7.349050522	Kraken2
GCF_000231405.2	Bacteria	3.066874504	Kraken2
GCF_003001895.1	Bacteria	3.750699043	Kraken2
GCF_000744555.1	Bacteria	5.173901558	Kraken2
GCF_000163895.2	Bacteria	1.864632607	Kraken2
GCF_000526055.1	Bacteria	1.670852661	Kraken2
GCF_900099925.1	Bacteria	3.542531013	Kraken2
GCF_002356535.1	Bacteria	6.502340317	Kraken2
GCF_900103475.1	Bacteria	3.013695717	Kraken2
GCF_000185445.1	Bacteria	2.026986122	Kraken2
GCF_000469485.1	Bacteria	4.160425186	Kraken2
GCF_001517975.1	Bacteria	4.279606819	Kraken2
GCF_001612905.1	Bacteria	6.777173042	Kraken2
GCF_001590965.1	Bacteria	4.260518074	Kraken2
GCF_000425325.1	Bacteria	2.223601341	Kraken2
GCF_007988805.1	Bacteria	3.269953728	Kraken2
GCF_900090325.1	Bacteria	7.49609375	Kraken2
GCF_900091585.1	Bacteria	6.145073891	Kraken2
GCF_002553535.1	Bacteria	6.330379486	Kraken2
GCF_001245615.1	Bacteria	6.071985245	Kraken2
GCF_001570425.1	Bacteria	7.139769554	Kraken2
GCF_900078665.2	Bacteria	6.232607841	Kraken2
GCF_000963965.1	Bacteria	2.815555573	Kraken2
GCF_000963925.1	Bacteria	3.007584572	Kraken2
GCF_000964225.1	Bacteria	2.601685524	Kraken2
GCF_001513975.1	Bacteria	8.125823975	Kraken2
GCF_001270025.1	Bacteria	8.516324997	Kraken2
GCF_000011345.1	Bacteria	2.504689217	Kraken2
GCF_900454895.1	Bacteria	2.107084274	Kraken2
GCF_900104455.1	Bacteria	3.990969658	Kraken2
GCF_000988945.1	Bacteria	9.756911278	Kraken2
GCF_001008135.1	Bacteria	9.735059738	Kraken2
GCF_002154675.1	Bacteria	9.725684166	Kraken2
GCF_001579275.1	Bacteria	2.568517685	Kraken2
GCF_001866375.1	Bacteria	0.579396248	Kraken2
GCF_000384015.1	Bacteria	4.075470924	Kraken2
GCF_000013045.1	Bacteria	3.464045525	Kraken2
GCF_000718315.1	Bacteria	8.662770271	Kraken2
GCF_001660045.1	Bacteria	7.49947834	Kraken2
GCF_000429665.1	Bacteria	3.892755508	Kraken2
GCF_000236665.1	Bacteria	3.676054001	Kraken2
GCF_003634965.1	Bacteria	3.426024437	Kraken2
GCF_900188225.1	Bacteria	3.415112495	Kraken2
GCF_000156215.1	Bacteria	2.393149376	Kraken2
GCF_000156175.1	Bacteria	1.747507095	Kraken2
GCF_000300855.1	Bacteria	4.915007591	Kraken2
GCF_000214825.1	Bacteria	1.866030693	Kraken2
GCF_000176895.2	Bacteria	6.005352974	Kraken2
GCF_000622145.1	Bacteria	4.283737183	Kraken2
GCF_000493735.1	Bacteria	2.411794662	Kraken2
GCF_000149065.1	Bacteria	1.267681122	Kraken2
GCF_003350005.1	Bacteria	2.929606438	Kraken2
GCF_000633145.1	Bacteria	7.860650063	Kraken2
GCF_000020045.1	Bacteria	8.378352165	Kraken2
GCF_900142805.1	Bacteria	2.432222366	Kraken2
GCF_900119735.1	Bacteria	3.031479836	Kraken2
GCF_000312405.1	Bacteria	1.945205688	Kraken2
GCF_000183725.1	Bacteria	2.722732544	Kraken2
GCF_000687335.1	Bacteria	1.517473221	Kraken2
GCF_000420785.1	Bacteria	2.010420799	Kraken2
GCF_000188055.2	Bacteria	2.057226181	Kraken2
GCF_000255135.1	Bacteria	2.167687416	Kraken2
GCF_001886195.1	Bacteria	2.407383919	Kraken2
GCF_000441535.1	Bacteria	1.907636642	Kraken2
GCF_002018435.1	Bacteria	2.498914719	Kraken2
GCF_000517025.1	Bacteria	2.786067009	Kraken2
GCF_003855395.1	Bacteria	4.673447609	Kraken2
GCF_900177685.1	Bacteria	3.460249901	Kraken2
GCF_002024505.1	Bacteria	4.066831589	Kraken2
GCF_900107635.1	Bacteria	4.230246544	Kraken2
GCF_000425485.1	Bacteria	3.649179459	Kraken2
GCF_000425665.1	Bacteria	1.808459282	Kraken2
GCF_900111795.1	Bacteria	2.545084	Kraken2
GCF_000024825.1	Bacteria	4.914061546	Kraken2
GCF_000214355.1	Bacteria	3.723075867	Kraken2
GCF_007830545.1	Bacteria	4.556267738	Kraken2
GCF_000336495.1	Bacteria	3.881120682	Kraken2
GCF_000212915.1	Bacteria	2.888951302	Kraken2
GCF_000308295.2	Bacteria	5.150947571	Kraken2
GCF_006717005.1	Bacteria	5.692149162	Kraken2
GCF_000745855.1	Bacteria	6.32423687	Kraken2
GCF_001435325.1	Bacteria	1.945608139	Kraken2
GCF_007572485.1	Bacteria	6.111134529	Kraken2
GCF_004216695.1	Bacteria	6.00666523	Kraken2
GCF_900176535.1	Bacteria	5.526818275	Kraken2
GCF_000190735.1	Bacteria	4.475826263	Kraken2
GCF_001722355.1	Bacteria	5.587435722	Kraken2
GCF_000021945.1	Bacteria	4.523806572	Kraken2
GCF_001654695.1	Bacteria	5.427079201	Kraken2
GCF_001455325.1	Bacteria	3.989583969	Kraken2
GCF_001435315.1	Bacteria	2.483879089	Kraken2
GCF_002157585.1	Bacteria	2.421665192	Kraken2
GCF_000260395.1	Bacteria	2.57841301	Kraken2
GCF_000385215.1	Bacteria	2.677024841	Kraken2
GCF_000019925.1	Bacteria	7.379886627	Kraken2
GCF_003364295.1	Bacteria	1.482865334	Kraken2
GCF_003364255.1	Bacteria	1.897145271	Kraken2
GCF_000152585.1	Bacteria	6.199754715	Kraken2
GCF_900107845.1	Bacteria	3.923073769	Kraken2
GCF_000371765.1	Bacteria	3.794817924	Kraken2
GCF_000011305.1	Bacteria	3.108960152	Kraken2
GCF_000426225.1	Bacteria	4.334422112	Kraken2
GCF_001587455.1	Bacteria	3.424370766	Kraken2
GCF_000420265.1	Bacteria	2.915006638	Kraken2
GCF_007997155.1	Bacteria	3.719770432	Kraken2
GCF_007997135.1	Bacteria	3.204558372	Kraken2
GCF_000745955.1	Bacteria	2.682837486	Kraken2
GCF_000620925.1	Bacteria	2.075080872	Kraken2
GCF_006715765.1	Bacteria	2.400817871	Kraken2
GCF_000697575.1	Bacteria	3.072723389	Kraken2
GCF_002894965.1	Bacteria	4.438277245	Kraken2
GCF_000426725.1	Bacteria	6.128396988	Kraken2
GCF_007988785.1	Bacteria	3.054325104	Kraken2
GCF_007988825.1	Bacteria	3.124954224	Kraken2
GCF_000175095.2	Bacteria	3.22240448	Kraken2
GCF_002101785.1	Bacteria	5.844989777	Kraken2
GCF_000160095.1	Bacteria	6.976212502	Kraken2
GCF_003814705.1	Bacteria	4.000810623	Kraken2
GCF_000178255.1	Bacteria	2.862707138	Kraken2
GCF_000227725.1	Bacteria	3.095739365	Kraken2
GCF_000394035.1	Bacteria	3.796945572	Kraken2
GCF_003112775.1	Bacteria	5.5511446	Kraken2
GCF_001307765.1	Bacteria	3.600536346	Kraken2
GCF_000019225.1	Bacteria	4.419174194	Kraken2
GCF_002101335.1	Bacteria	2.446043968	Kraken2
GCF_000384965.1	Bacteria	1.568846703	Kraken2
GCF_003148905.1	Bacteria	3.642869949	Kraken2
GCF_000291015.1	Bacteria	5.393898964	Kraken2
GCF_000771875.1	Bacteria	2.281147957	Kraken2
GCF_000771895.1	Bacteria	2.424344063	Kraken2
GCF_000394015.1	Bacteria	3.47851181	Kraken2
GCF_000393995.1	Bacteria	3.45802021	Kraken2
GCF_000380025.1	Bacteria	1.969704628	Kraken2
GCF_900102225.1	Bacteria	2.089084625	Kraken2
GCF_001761545.1	Bacteria	1.625336647	Kraken2
GCF_000006905.1	Bacteria	3.878810883	Kraken2
GCF_900111175.1	Bacteria	7.329559326	Kraken2
GCF_000374445.1	Bacteria	7.849842072	Kraken2
GCF_002934265.1	Bacteria	8.14822197	Kraken2
GCF_000018105.1	Bacteria	8.074645042	Kraken2
GCF_002924625.1	Bacteria	2.005284309	Kraken2
GCF_002895525.1	Bacteria	1.963962555	Kraken2
GCF_000723525.1	Bacteria	3.943007469	Kraken2
GCF_900142595.1	Bacteria	9.042816162	Kraken2
GCF_000239275.1	Bacteria	1.741500854	Kraken2
GCF_000169055.1	Bacteria	3.970643997	Kraken2
GCF_000153385.1	Bacteria	2.997282982	Kraken2
GCF_001936115.1	Bacteria	1.781068802	Kraken2
GCF_000213555.1	Bacteria	5.000201225	Kraken2
GCF_001263755.1	Bacteria	2.475581169	Kraken2
GCF_001552355.1	Bacteria	3.863323212	Kraken2
GCF_000739455.1	Bacteria	2.477131844	Kraken2
GCF_003143995.1	Bacteria	2.02335453	Kraken2
GCF_001552095.1	Bacteria	3.504144669	Kraken2
GCF_007989225.1	Bacteria	4.286916733	Kraken2
GCF_900142205.1	Bacteria	4.862897873	Kraken2
GCF_900067155.1	Bacteria	3.176148415	Kraken2
GCF_003387165.1	Bacteria	2.157923698	Kraken2
GCF_000425845.1	Bacteria	2.268111229	Kraken2
GCF_000158455.1	Bacteria	1.634049416	Kraken2
GCF_001047075.2	Bacteria	1.501156807	Kraken2
GCF_001586935.1	Bacteria	0.919775963	Kraken2
GCF_000007745.1	Bacteria	2.234527588	Kraken2
GCF_000373345.1	Bacteria	2.242940903	Kraken2
GCF_000162955.1	Bacteria	2.372725487	Kraken2
GCF_000373045.1	Bacteria	2.07273674	Kraken2
GCF_000176335.1	Bacteria	2.227333069	Kraken2
GCF_001039475.1	Bacteria	4.111731529	Kraken2
GCF_002157205.1	Bacteria	3.541078568	Kraken2
GCF_000425765.1	Bacteria	4.789842606	Kraken2
GCF_000425745.1	Bacteria	4.498565674	Kraken2
GCF_000364625.1	Bacteria	3.630901337	Kraken2
GCF_001420715.1	Bacteria	5.117573738	Kraken2
GCF_002798115.1	Bacteria	6.500027657	Kraken2
GCF_000372945.1	Bacteria	8.754713058	Kraken2
GCF_000055785.1	Bacteria	3.569531441	Kraken2
GCF_000012985.1	Bacteria	6.967083931	Kraken2
GCF_000412335.2	Bacteria	4.719078064	Kraken2
GCF_000632105.1	Bacteria	6.098820686	Kraken2
GCF_001705435.1	Bacteria	5.758896828	Kraken2
GCF_000741405.1	Bacteria	3.037024498	Kraken2
GCF_000757825.1	Bacteria	4.70872879	Kraken2
GCF_002811785.1	Bacteria	4.530535698	Kraken2
GCF_000213995.1	Bacteria	4.694981575	Kraken2
GCF_900478135.1	Bacteria	3.839552879	Kraken2
GCF_000423385.1	Bacteria	2.089024544	Kraken2
GCF_001020485.1	Bacteria	3.410995483	Kraken2
GCF_000156395.1	Bacteria	3.844669342	Kraken2
GCF_000734965.1	Bacteria	4.787308693	Kraken2
GCF_000239335.1	Bacteria	4.521513939	Kraken2
GCF_900099775.1	Bacteria	6.499760628	Kraken2
GCF_900105725.1	Bacteria	6.187808037	Kraken2
GCF_000221045.1	Bacteria	5.008502007	Kraken2
GCF_000717475.1	Bacteria	3.791976929	Kraken2
GCF_900156105.1	Bacteria	3.20087719	Kraken2
GCF_900107405.1	Bacteria	3.01688385	Kraken2
GCF_000590925.1	Bacteria	3.432860374	Kraken2
GCF_000372745.1	Bacteria	11.02043152	Kraken2
GCF_000785435.1	Bacteria	7.025098801	Kraken2
GCF_000430005.1	Bacteria	3.251685143	Kraken2
GCF_000235585.1	Bacteria	5.874154091	Kraken2
GCF_000422745.1	Bacteria	2.92229557	Kraken2
GCF_000234765.1	Bacteria	3.013981819	Kraken2
GCF_003634775.1	Bacteria	3.585913658	Kraken2
GCF_002161375.1	Bacteria	3.201323509	Kraken2
GCF_004342665.1	Bacteria	3.748565674	Kraken2
GCF_000394615.1	Bacteria	4.021310806	Kraken2
GCF_000393975.1	Bacteria	5.303044319	Kraken2
GCF_000754095.2	Bacteria	3.244869232	Kraken2
GCF_000429965.1	Bacteria	4.639330864	Kraken2
GCF_000518585.1	Bacteria	4.994530678	Kraken2
GCF_000016765.1	Bacteria	5.711932182	Kraken2
GCF_000758665.1	Bacteria	7.876244545	Kraken2
GCF_000214095.2	Bacteria	3.097258568	Kraken2
GCF_900176005.1	Bacteria	3.219490051	Kraken2
GCF_000746255.1	Bacteria	1.630861282	Kraken2
GCF_001653075.1	Bacteria	7.860167503	Kraken2
GCF_001528665.1	Bacteria	8.523659706	Kraken2
GCF_000264415.1	Bacteria	3.656657219	Kraken2
GCF_001444405.1	Bacteria	4.701655388	Kraken2
GCF_000013385.1	Bacteria	4.841054916	Kraken2
GCF_000181515.1	Bacteria	2.870265007	Kraken2
GCF_001038485.1	Bacteria	3.850278854	Kraken2
GCF_000181495.1	Bacteria	3.827736855	Kraken2
GCF_000023145.1	Bacteria	2.362690926	Kraken2
GCF_000159635.1	Bacteria	2.310997963	Kraken2
GCF_000375365.1	Bacteria	2.292710304	Kraken2
GCF_001941565.1	Bacteria	2.695982933	Kraken2
GCF_000766885.2	Bacteria	2.365824699	Kraken2
GCF_000833575.1	Bacteria	2.733208656	Kraken2
GCF_002289575.1	Bacteria	3.673734665	Kraken2
GCF_001596815.1	Bacteria	4.031321526	Kraken2
GCF_001596795.1	Bacteria	4.261374474	Kraken2
GCF_001465255.1	Bacteria	5.021303177	Kraken2
GCF_000813805.1	Bacteria	2.791026115	Kraken2
GCF_006094275.1	Bacteria	3.195365906	Kraken2
GCF_001042905.1	Bacteria	6.274533272	Kraken2
GCF_000008025.1	Bacteria	1.224241257	Kraken2
GCF_900156665.1	Bacteria	2.173930168	Kraken2
GCF_001705075.1	Bacteria	3.165431023	Kraken2
GCF_001552195.1	Bacteria	7.60294342	Kraken2
GCF_000213575.1	Bacteria	3.820725441	Kraken2
GCF_000374485.1	Bacteria	4.195602417	Kraken2
GCF_002224365.1	Bacteria	4.188275337	Kraken2
GCF_000332135.1	Bacteria	5.684455872	Kraken2
GCF_001418625.1	Bacteria	7.733598709	Kraken2
GCF_001419795.1	Bacteria	9.381652832	Kraken2
GCF_000310185.1	Bacteria	4.158869743	Kraken2
GCF_003148775.1	Bacteria	3.894870758	Kraken2
GCF_001419685.1	Bacteria	8.573518753	Kraken2
GCF_000615805.1	Bacteria	2.041543007	Kraken2
GCF_000310225.1	Bacteria	4.904372215	Kraken2
GCF_000236405.1	Bacteria	0.588768005	Kraken2
GCF_003268615.1	Bacteria	0.599577904	Kraken2
GCF_000069785.1	Bacteria	6.253933907	Kraken2
GCF_000014165.1	Bacteria	5.716939926	Kraken2
GCF_000016005.1	Bacteria	5.840380669	Kraken2
GCF_003755025.1	Bacteria	3.529974937	Kraken2
GCF_000219805.1	Bacteria	1.392010689	Kraken2
GCF_000157935.1	Bacteria	3.393713951	Kraken2
GCF_000385435.1	Bacteria	1.623084068	Kraken2
GCF_004349435.1	Bacteria	2.772904396	Kraken2
GCF_000161795.2	Bacteria	2.038924217	Kraken2
GCF_000230675.1	Bacteria	2.603386879	Kraken2
GCF_003609595.1	Bacteria	2.39611721	Kraken2
GCF_000156535.1	Bacteria	4.267719269	Kraken2
GCF_000025005.1	Bacteria	2.995026588	Kraken2
GCF_003633755.1	Bacteria	6.890393257	Kraken2
GCF_001465295.1	Bacteria	4.005060196	Kraken2
GCF_000374325.1	Bacteria	1.393060684	Kraken2
GCF_000423225.1	Bacteria	4.673899651	Kraken2
GCF_900324035.1	Bacteria	7.875508308	Kraken2
GCF_001434275.1	Bacteria	2.265161514	Kraken2
GCF_000165505.1	Bacteria	3.024759293	Kraken2
GCF_004795415.1	Bacteria	1.443998337	Kraken2
GCF_000199675.1	Bacteria	3.410908699	Kraken2
GCF_000146025.2	Bacteria	1.109440804	Kraken2
GCF_000828515.1	Bacteria	0.728922844	Kraken2
GCF_000482725.1	Bacteria	4.591041565	Kraken2
GCF_001894985.1	Bacteria	5.303414345	Kraken2
GCF_000173815.1	Bacteria	4.39910984	Kraken2
GCF_001870435.1	Bacteria	7.00391674	Kraken2
GCF_000021025.1	Bacteria	3.060347557	Kraken2
GCF_000298235.1	Bacteria	4.776924133	Kraken2
GCF_000016425.1	Bacteria	5.005055428	Kraken2
GCF_000018265.1	Bacteria	5.587340355	Kraken2
GCF_000380545.1	Bacteria	3.235584259	Kraken2
GCF_000162755.2	Bacteria	4.014352798	Kraken2
GCF_000421265.1	Bacteria	4.585691452	Kraken2
GCF_000423005.1	Bacteria	4.284435272	Kraken2
GCF_003386075.1	Bacteria	3.399677277	Kraken2
GCF_000466945.1	Bacteria	4.148425102	Kraken2
GCF_000620805.1	Bacteria	3.134840012	Kraken2
GCF_002243605.1	Bacteria	3.379264832	Kraken2
GCF_000022905.1	Bacteria	2.722371101	Kraken2
GCF_001931755.2	Bacteria	1.73972702	Kraken2
GCF_003330825.1	Bacteria	6.873318672	Kraken2
GCF_000265115.1	Bacteria	10.93712711	Kraken2
GCF_000154565.1	Bacteria	3.594229698	Kraken2
GCF_000423605.1	Bacteria	4.59654808	Kraken2
GCF_001870465.1	Bacteria	6.133712769	Kraken2
GCF_002252675.1	Bacteria	3.163583755	Kraken2
GCF_000473995.1	Bacteria	4.93214798	Kraken2
GCF_000758685.1	Bacteria	5.464178085	Kraken2
GCF_002102215.1	Bacteria	4.753987312	Kraken2
GCF_003994475.1	Bacteria	5.869614601	Kraken2
GCF_002307495.1	Bacteria	4.180758476	Kraken2
GCF_000260275.1	Bacteria	2.381281853	Kraken2
GCF_900108885.1	Bacteria	4.919273376	Kraken2
GCF_000967495.1	Bacteria	5.038118362	Kraken2
GCF_000189255.1	Bacteria	4.563064575	Kraken2
GCF_000272165.2	Bacteria	4.543661118	Kraken2
GCF_000711795.1	Bacteria	4.161813736	Kraken2
GCF_002954585.1	Bacteria	4.837573051	Kraken2
GCF_002871875.1	Bacteria	3.002405167	Kraken2
GCF_000619805.1	Bacteria	1.556653976	Kraken2
GCF_000952855.1	Bacteria	3.159552574	Kraken2
GCF_000221305.1	Bacteria	0.900191307	Kraken2
GCF_000733865.1	Bacteria	0.822122574	Kraken2
GCF_900660645.1	Bacteria	1.199700356	Kraken2
GCF_000701845.1	Bacteria	0.882502556	Kraken2
GCF_000526955.1	Bacteria	0.823356628	Kraken2
GCF_000328725.1	Bacteria	0.963831902	Kraken2
GCF_000687855.1	Bacteria	0.867400169	Kraken2
GCF_000622165.1	Bacteria	0.816402435	Kraken2
GCF_004365095.1	Bacteria	0.808186531	Kraken2
GCF_900167035.1	Bacteria	0.847273827	Kraken2
GCF_001274785.1	Bacteria	4.66488266	Kraken2
GCF_003003835.1	Bacteria	7.422602654	Kraken2
GCF_003112455.1	Bacteria	8.436950684	Kraken2
GCF_000264455.2	Bacteria	6.289256096	Kraken2
GCF_001311175.1	Bacteria	2.45351696	Kraken2
GCF_000508245.1	Bacteria	0.678399086	Kraken2
GCF_000423185.1	Bacteria	7.165230751	Kraken2
GCF_000612865.1	Bacteria	3.549138069	Kraken2
GCF_000217795.1	Bacteria	2.24239254	Kraken2
GCF_007992375.1	Bacteria	3.276844025	Kraken2
GCF_000258205.1	Bacteria	2.499266624	Kraken2
GCF_000813765.1	Bacteria	3.298237801	Kraken2
GCF_001477495.1	Bacteria	3.792413712	Kraken2
GCF_000769445.1	Bacteria	4.428143501	Kraken2
GCF_000426785.1	Bacteria	9.7965765	Kraken2
GCF_001705305.1	Bacteria	5.944075584	Kraken2
GCF_000482765.1	Bacteria	2.924464226	Kraken2
GCF_003096415.1	Bacteria	5.029522896	Kraken2
GCF_002846495.1	Bacteria	3.380023003	Kraken2
GCF_000233655.1	Bacteria	3.65901947	Kraken2
GCF_000190755.2	Bacteria	4.681796074	Kraken2
GCF_000372845.1	Bacteria	3.777635574	Kraken2
GCF_000010305.1	Bacteria	4.477491379	Kraken2
GCF_000518605.1	Bacteria	4.636423111	Kraken2
GCF_000333035.1	Bacteria	4.003397942	Kraken2
GCF_002205635.1	Bacteria	4.16319561	Kraken2
GCF_002150845.1	Bacteria	6.903884888	Kraken2
GCF_003710915.1	Bacteria	4.601577759	Kraken2
GCF_900108485.1	Bacteria	4.308418274	Kraken2
GCF_000297135.1	Bacteria	0.604807854	Kraken2
GCF_900102725.1	Bacteria	2.668048859	Kraken2
GCF_900232105.1	Bacteria	4.2546978	Kraken2
GCF_000384195.1	Bacteria	1.982348442	Kraken2
GCF_004565465.1	Bacteria	3.780324936	Kraken2
GCF_000344155.1	Bacteria	4.482219696	Kraken2
GCF_000183545.2	Bacteria	2.789549828	Kraken2
GCF_000767835.1	Bacteria	2.001332283	Kraken2
GCF_000363985.1	Bacteria	4.284805298	Kraken2
GCF_000425725.1	Bacteria	2.778764725	Kraken2
GCF_001436295.1	Bacteria	2.477858543	Kraken2
GCF_000260775.1	Bacteria	1.951463699	Kraken2
GCF_007994095.1	Bacteria	3.209344864	Kraken2
GCF_000191885.1	Bacteria	4.195375443	Kraken2
GCF_900100155.1	Bacteria	4.351726532	Kraken2
GCF_000017865.1	Bacteria	2.061934471	Kraken2
GCF_000160115.1	Bacteria	2.095254898	Kraken2
GCF_001269755.1	Bacteria	6.090620041	Kraken2
GCF_000166735.1	Bacteria	2.296102524	Kraken2
GCF_000301035.1	Bacteria	1.832420349	Kraken2
GCF_001746855.1	Bacteria	2.067873001	Kraken2
GCF_003176895.1	Bacteria	4.045283318	Kraken2
GCF_900099915.1	Bacteria	3.680977821	Kraken2
GCF_900142885.1	Bacteria	3.771631241	Kraken2
GCF_003285205.1	Bacteria	4.427957535	Kraken2
GCF_000299235.1	Bacteria	2.323433876	Kraken2
GCF_001712755.1	Bacteria	4.729132652	Kraken2
GCF_003047205.1	Bacteria	2.586110115	Kraken2
GCF_001580535.1	Bacteria	2.996917725	Kraken2
GCF_000743885.1	Bacteria	3.399464607	Kraken2
GCF_001593985.1	Bacteria	2.537332535	Kraken2
GCF_000179015.2	Bacteria	4.669556618	Kraken2
GCF_001434255.1	Bacteria	3.159041405	Kraken2
GCF_000226955.1	Bacteria	3.99393177	Kraken2
GCF_001523905.1	Bacteria	6.956723213	Kraken2
GCF_900445225.1	Bacteria	2.920910835	Kraken2
GCF_900167275.1	Bacteria	2.49725914	Kraken2
GCF_000702025.1	Bacteria	6.456105232	Kraken2
GCF_001189915.1	Bacteria	5.81301403	Kraken2
GCF_900111115.1	Bacteria	3.305665016	Kraken2
GCF_000155635.1	Bacteria	2.736907005	Kraken2
GCF_000710165.1	Bacteria	6.516210556	Kraken2
GCF_900129085.1	Bacteria	2.055418015	Kraken2
GCF_900142165.1	Bacteria	4.264202118	Kraken2
GCF_000797495.1	Bacteria	7.140025139	Kraken2
GCF_003987645.1	Bacteria	2.784844398	Kraken2
GCF_003634755.1	Bacteria	3.192681313	Kraken2
GCF_000215955.2	Bacteria	3.634530067	Kraken2
GCF_000204545.1	Bacteria	1.116167068	Kraken2
GCF_002009625.1	Bacteria	0.468757629	Kraken2
GCF_000423525.1	Bacteria	2.332954407	Kraken2
GCF_000744285.1	Bacteria	2.571489334	Kraken2
GCF_000364865.1	Bacteria	2.139863968	Kraken2
GCF_000018405.1	Bacteria	3.808526993	Kraken2
GCF_000161935.1	Bacteria	1.66755867	Kraken2
GCF_001661495.1	Bacteria	4.980371475	Kraken2
GCF_000176915.2	Bacteria	3.504310608	Kraken2
GCF_000414175.1	Bacteria	4.576290131	Kraken2
GCF_000421645.1	Bacteria	4.460951805	Kraken2
GCF_000196615.1	Bacteria	5.187632561	Kraken2
GCF_000425365.1	Bacteria	3.710129738	Kraken2
GCF_900142275.1	Bacteria	1.968769073	Kraken2
GCF_001544355.1	Bacteria	3.746674538	Kraken2
GCF_000024345.1	Bacteria	7.31877327	Kraken2
GCF_000011245.1	Bacteria	3.505683899	Kraken2
GCF_002285495.1	Bacteria	2.771265984	Kraken2
GCF_007988945.1	Bacteria	2.827652931	Kraken2
GCF_000497855.1	Bacteria	3.746527672	Kraken2
GCF_001894865.1	Bacteria	5.486698151	Kraken2
GCF_002837135.1	Bacteria	2.621603966	Kraken2
GCF_000826685.1	Bacteria	5.721367836	Kraken2
GCF_000774145.1	Bacteria	6.105077744	Kraken2
GCF_000420425.1	Bacteria	2.25935936	Kraken2
GCF_000212395.1	Bacteria	1.833600044	Kraken2
GCF_003206155.1	Bacteria	3.492344856	Kraken2
GCF_003385845.1	Bacteria	3.624862671	Kraken2
GCF_001654855.1	Bacteria	3.595827103	Kraken2
GCF_000621625.1	Bacteria	4.4716959	Kraken2
GCF_900199195.1	Bacteria	4.05637455	Kraken2
GCF_900163965.1	Bacteria	4.472826004	Kraken2
GCF_001612825.1	Bacteria	6.083112717	Kraken2
GCF_000420065.1	Bacteria	1.954401016	Kraken2
GCF_000768685.1	Bacteria	3.44623661	Kraken2
GCF_002289385.1	Bacteria	4.965279579	Kraken2
GCF_000255295.1	Bacteria	9.733860016	Kraken2
GCF_000010665.1	Bacteria	5.132947922	Kraken2
GCF_900103015.1	Bacteria	3.106595039	Kraken2
GCF_000424465.1	Bacteria	3.259703636	Kraken2
GCF_004337705.1	Bacteria	2.937672615	Kraken2
GCF_002563675.1	Bacteria	3.150333405	Kraken2
GCF_000585355.1	Bacteria	3.174955368	Kraken2
GCF_000373185.1	Bacteria	3.344738007	Kraken2
GCF_000183135.1	Bacteria	3.558765411	Kraken2
GCF_002102335.1	Bacteria	5.697746277	Kraken2
GCF_900113445.1	Bacteria	2.373537064	Kraken2
